CaseID,Prefix length,Ground truth,Predicted,Levenshtein,Damerau,Jaccard,Ground truth times,Predicted times,RMSE,MAE
3508,2,§,§,1.0,1.0,1.0,3215520,17456.23560682966,,3198063.7643931704
3509,2,©,§,0.0,0.0,0.0,426660,17462.08137614347,,409197.9186238565
3510,2,©,©,1.0,1.0,1.0,0,23503.432531023736,,23503.432531023736
3511,2,§,§,1.0,1.0,1.0,178440,17456.23560682966,,160983.76439317034
3512,2,§,§,1.0,1.0,1.0,501120,39057.753377380075,,462062.2466226199
3513,2,§,§,1.0,1.0,1.0,1813680,39911.56255741545,,1773768.4374425847
3514,2,£,§,0.0,0.0,0.0,60,24860.026586790707,,24800.026586790707
3515,2,§,§,1.0,1.0,1.0,1213020,23204.202999994974,,1189815.797000005
3518,2,§,§,1.0,1.0,1.0,247080,17786.312571092298,,229293.6874289077
3520,2,§,§,1.0,1.0,1.0,72300,17456.23560682966,,54843.764393170335
3521,2,§,§,1.0,1.0,1.0,0,18126.141912871462,,18126.141912871462
3522,2,§,§,1.0,1.0,1.0,0,17491.424938078064,,17491.424938078064
3523,2,©,©,1.0,1.0,1.0,110520,8633.20262423368,,101886.79737576633
3524,2,§,§,1.0,1.0,1.0,23460,17459.164777260023,,6000.835222739977
3525,2,ª,§,0.0,0.0,0.0,623160,38145.76307823869,,585014.2369217613
3526,2,ª,§,0.0,0.0,0.0,705720,17464.985403480005,,688255.01459652
3527,2,§,§,1.0,1.0,1.0,1080,13761.402969048308,,12681.402969048308
3528,2,§,§,1.0,1.0,1.0,0,17459.164777260023,,17459.164777260023
3531,2,ª,§,0.0,0.0,0.0,536760,22060.079087134392,,514699.9209128656
3533,2,¢,©,0.0,0.0,0.0,587700,23889.578594511266,,563810.4214054887
3534,2,§,§,1.0,1.0,1.0,429300,17462.08137614347,,411837.9186238565
3536,2,§,§,1.0,1.0,1.0,3060,17456.23560682966,,14396.235606829661
3538,2,§,§,1.0,1.0,1.0,15300,29435.620229742133,,14135.620229742133
3541,2,©,©,1.0,1.0,1.0,60,10760.62893609062,,10700.62893609062
3544,2,§,§,1.0,1.0,1.0,1029600,37061.2282977382,,992538.7717022618
3545,2,ª,§,0.0,0.0,0.0,603420,39957.47384673592,,563462.5261532641
3547,2,§,§,1.0,1.0,1.0,12000,18226.37485639614,,6226.374856396142
3548,2,§,§,1.0,1.0,1.0,120,17459.164777260023,,17339.164777260023
3549,2,ª,§,0.0,0.0,0.0,240,17459.164777260023,,17219.164777260023
3550,2,§,§,1.0,1.0,1.0,4320,21641.118143321357,,17321.118143321357
3553,2,¢,©,0.0,0.0,0.0,73200,10900.740397861655,,62299.25960213834
3554,2,§,§,1.0,1.0,1.0,660,17479.65482728226,,16819.65482728226
3555,2,ª,§,0.0,0.0,0.0,258720,17456.23560682966,,241263.76439317034
3556,2,§,§,1.0,1.0,1.0,0,18369.530203963102,,18369.530203963102
3557,2,§,§,1.0,1.0,1.0,1704660,4334.048654925673,,1700325.9513450742
3558,2,§,§,1.0,1.0,1.0,329160,17456.23560682966,,311703.76439317036
3559,2,§,§,1.0,1.0,1.0,530160,23355.910142348424,,506804.08985765156
3560,2,§,§,1.0,1.0,1.0,420,19151.42070700502,,18731.42070700502
3561,2,ª,§,0.0,0.0,0.0,667500,17456.23560682966,,650043.7643931704
3564,2,§,§,1.0,1.0,1.0,261000,38812.3756389897,,222187.6243610103
3566,2,§,§,1.0,1.0,1.0,2925900,31402.394743618155,,2894497.605256382
3568,2,ª,§,0.0,0.0,0.0,2338380,20393.065252144144,,2317986.9347478556
3570,2,§,§,1.0,1.0,1.0,3360,39981.21521307812,,36621.21521307812
3571,2,ª,©,0.0,0.0,0.0,480,23889.578594511266,,23409.578594511266
3574,2,§,§,1.0,1.0,1.0,780,22747.030839344705,,21967.030839344705
3575,2,§,§,1.0,1.0,1.0,615540,17459.164777260023,,598080.83522274
3576,2,§,§,1.0,1.0,1.0,3240,17479.65482728226,,14239.654827282258
3577,2,§,§,1.0,1.0,1.0,15360,21743.8355388044,,6383.8355388044
3578,2,©,§,0.0,0.0,0.0,1221360,17459.164777260023,,1203900.83522274
3579,2,§,§,1.0,1.0,1.0,1380,17456.23560682966,,16076.235606829661
3580,2,§,§,1.0,1.0,1.0,15480,37531.92272853506,,22051.922728535057
3581,2,§,§,1.0,1.0,1.0,1380,17485.53202546334,,16105.53202546334
3584,2,§,§,1.0,1.0,1.0,1297560,17459.164777260023,,1280100.83522274
3585,2,§,§,1.0,1.0,1.0,1730820,17462.08137614347,,1713357.9186238565
3586,2,ª,§,0.0,0.0,0.0,24180,17459.164777260023,,6720.835222739977
3587,2,§,§,1.0,1.0,1.0,87480,23994.742727311943,,63485.25727268806
3588,2,§,§,1.0,1.0,1.0,900,17590.633300529462,,16690.633300529462
3589,2,§,§,1.0,1.0,1.0,2640,37647.672103835146,,35007.672103835146
3590,2,©,©,1.0,1.0,1.0,178320,844.6005219227636,,177475.39947807725
3591,2,§,§,1.0,1.0,1.0,6180,17459.164777260023,,11279.164777260023
3593,2,§,§,1.0,1.0,1.0,1131120,534085.9783788635,,597034.0216211365
3594,2,§,§,1.0,1.0,1.0,377820,5213.884079954393,,372606.1159200456
3595,2,©,©,1.0,1.0,1.0,1020,385208.56551970384,,384188.56551970384
3596,2,§,§,1.0,1.0,1.0,1500,17488.478481770704,,15988.478481770704
3597,2,§,§,1.0,1.0,1.0,68340,26531.85689569139,,41808.143104308605
3598,2,§,§,1.0,1.0,1.0,165480,17456.23560682966,,148023.76439317034
3602,2,§,§,1.0,1.0,1.0,240,39956.70383948759,,39716.70383948759
3603,2,§,§,1.0,1.0,1.0,0,26605.409873783326,,26605.409873783326
3604,2,ª,§,0.0,0.0,0.0,77220,17456.23560682966,,59763.764393170335
3605,2,¢,©,0.0,0.0,0.0,84960,20564.289721077555,,64395.710278922445
3606,2,¢,©,0.0,0.0,0.0,0,9646.290160749899,,9646.290160749899
3607,2,§,§,1.0,1.0,1.0,180,9804.6861517819,,9624.6861517819
3608,2,§,§,1.0,1.0,1.0,0,17806.706763069335,,17806.706763069335
3609,2,§,§,1.0,1.0,1.0,180,17470.832744237174,,17290.832744237174
3610,2,©,©,1.0,1.0,1.0,1980,23889.578594511266,,21909.578594511266
3611,2,©,©,1.0,1.0,1.0,2640,10382.441447519695,,7742.441447519695
3612,2,§,§,1.0,1.0,1.0,345000,17456.23560682966,,327543.76439317036
3615,2,©,©,1.0,1.0,1.0,0,10761.82951882066,,10761.82951882066
3616,2,£,§,0.0,0.0,0.0,77400,39874.922783942144,,37525.077216057856
3618,2,§,§,1.0,1.0,1.0,88500,17456.23560682966,,71043.76439317034
3619,2,§,§,1.0,1.0,1.0,330480,21339.15744372609,,309140.8425562739
3621,2,©,©,1.0,1.0,1.0,120,10761.82951882066,,10641.82951882066
3623,2,§,§,1.0,1.0,1.0,0,0.0,,0.0
3624,2,©,©,1.0,1.0,1.0,82320,23889.578594511266,,58430.421405488734
3625,2,©,©,1.0,1.0,1.0,1559280,23889.578594511266,,1535390.4214054886
3626,2,§,§,1.0,1.0,1.0,776340,17488.478481770704,,758851.5215182293
3627,2,§,§,1.0,1.0,1.0,4560,17459.164777260023,,12899.164777260023
3628,2,§,§,1.0,1.0,1.0,14220,17473.774486214446,,3253.7744862144464
3629,2,§,§,1.0,1.0,1.0,164880,22332.861226348276,,142547.13877365174
3630,2,ª,§,0.0,0.0,0.0,300,38891.58267030505,,38591.58267030505
3631,2,§,§,1.0,1.0,1.0,60,39717.70930404149,,39657.70930404149
3632,2,§,§,1.0,1.0,1.0,512520,17703.8102230428,,494816.1897769572
3633,2,§,§,1.0,1.0,1.0,3780,19047.08315341377,,15267.083153413769
3635,2,§,§,1.0,1.0,1.0,89640,17459.164777260023,,72180.83522273997
3636,2,§,§,1.0,1.0,1.0,4320,17462.08137614347,,13142.08137614347
3637,2,ª,§,0.0,0.0,0.0,6840,38597.03132617069,,31757.03132617069
3638,2,§,§,1.0,1.0,1.0,71940,17652.469596899966,,54287.530403100034
3639,2,§,§,1.0,1.0,1.0,0,17476.703656644804,,17476.703656644804
3640,2,§,§,1.0,1.0,1.0,71880,17456.23560682966,,54423.764393170335
3642,2,ª,§,0.0,0.0,0.0,2065620,17488.478481770704,,2048131.5215182293
3644,2,§,§,1.0,1.0,1.0,780,7987.657618941148,,7207.657618941148
3646,2,©,§,0.0,0.0,0.0,10380,17509.204248297527,,7129.204248297527
3647,2,§,§,1.0,1.0,1.0,342240,17485.53202546334,,324754.46797453664
3648,2,§,§,1.0,1.0,1.0,2520,17462.08137614347,,14942.08137614347
3649,2,§,§,1.0,1.0,1.0,62400,17459.164777260023,,44940.835222739974
3650,2,ª,§,0.0,0.0,0.0,2280,39872.795049627384,,37592.795049627384
3651,2,§,§,1.0,1.0,1.0,9540,17596.777644082416,,8056.777644082416
3652,2,§,§,1.0,1.0,1.0,5940,17512.188419245624,,11572.188419245624
3654,2,§,§,1.0,1.0,1.0,234060,18628.66592900465,,215431.33407099536
3655,2,§,§,1.0,1.0,1.0,160260,17630.68310610249,,142629.3168938975
3657,2,§,§,1.0,1.0,1.0,1727700,22528.63164062622,,1705171.3683593739
3658,2,ª,§,0.0,0.0,0.0,6240,38223.03409132968,,31983.034091329682
3659,2,§,§,1.0,1.0,1.0,434520,29914.967027700768,,404605.03297229926
3660,2,§,§,1.0,1.0,1.0,341820,17456.23560682966,,324363.76439317036
3661,2,§,§,1.0,1.0,1.0,519660,17456.23560682966,,502203.76439317036
3664,2,§,§,1.0,1.0,1.0,180,38520.51774878112,,38340.51774878112
3665,2,ª,§,0.0,0.0,0.0,336600,17895.24031074958,,318704.75968925044
3667,2,§,§,1.0,1.0,1.0,686880,17757.170153908286,,669122.8298460917
3668,2,§,§,1.0,1.0,1.0,68100,17539.099386852864,,50560.90061314714
3671,2,§,§,1.0,1.0,1.0,600,23649.892623985037,,23049.892623985037
3672,2,§,§,1.0,1.0,1.0,4980,17456.23560682966,,12476.235606829661
3675,2,§,§,1.0,1.0,1.0,241380,23160.933306969262,,218219.06669303073
3679,2,§,§,1.0,1.0,1.0,528600,17456.23560682966,,511143.76439317036
3680,2,§,§,1.0,1.0,1.0,1260,32350.00337804629,,31090.00337804629
3681,2,§,§,1.0,1.0,1.0,753600,17476.703656644804,,736123.2963433552
3682,2,§,§,1.0,1.0,1.0,0,17459.164777260023,,17459.164777260023
3683,2,§,§,1.0,1.0,1.0,8880,17459.164777260023,,8579.164777260023
3684,2,§,§,1.0,1.0,1.0,360,17459.164777260023,,17099.164777260023
3685,2,©,©,1.0,1.0,1.0,233700,332690.12371828314,,98990.12371828314
3686,2,§,§,1.0,1.0,1.0,1260,17456.23560682966,,16196.235606829661
3687,2,ª,§,0.0,0.0,0.0,0,17551.14135735063,,17551.14135735063
3689,2,ª,§,0.0,0.0,0.0,1299780,24016.70207687945,,1275763.2979231204
3690,2,©,©,1.0,1.0,1.0,250380,22608.23467566927,,227771.7653243307
3691,2,©,©,1.0,1.0,1.0,60,1921.8280907809997,,1861.8280907809997
3693,2,§,§,1.0,1.0,1.0,1860,17560.21172844721,,15700.211728447211
3695,2,§,§,1.0,1.0,1.0,0,38785.67995912332,,38785.67995912332
3697,2,ª,§,0.0,0.0,0.0,612660,17955.745594590837,,594704.2544054092
3698,2,§,§,1.0,1.0,1.0,928680,538116.2151739112,,390563.7848260888
3699,2,§,§,1.0,1.0,1.0,711300,39776.22356914065,,671523.7764308593
3700,2,§,§,1.0,1.0,1.0,434520,18211.933291881658,,416308.06670811836
3701,2,§,§,1.0,1.0,1.0,10740,17456.23560682966,,6716.235606829661
3702,2,§,©,0.0,0.0,0.0,98340,11568.863901407081,,86771.13609859292
3703,2,§,§,1.0,1.0,1.0,97680,24376.523321134486,,73303.47667886551
3706,2,§,§,1.0,1.0,1.0,3360,18302.954434407,,14942.954434406998
3707,2,§,§,1.0,1.0,1.0,59160,17509.204248297527,,41650.79575170248
3709,2,§,§,1.0,1.0,1.0,960,17652.469596899966,,16692.469596899966
3710,2,©,©,1.0,1.0,1.0,1017660,6808.314517408251,,1010851.6854825917
3711,2,§,§,1.0,1.0,1.0,0,17456.23560682966,,17456.23560682966
3712,2,§,§,1.0,1.0,1.0,60,23177.147459598254,,23117.147459598254
3713,2,§,§,1.0,1.0,1.0,520080,38420.81281022672,,481659.1871897733
3714,2,§,§,1.0,1.0,1.0,900,31817.010646529936,,30917.010646529936
3715,2,§,§,1.0,1.0,1.0,55440,17456.23560682966,,37983.764393170335
3716,2,§,§,1.0,1.0,1.0,60,17459.164777260023,,17399.164777260023
3717,2,ª,§,0.0,0.0,0.0,240,17491.424938078064,,17251.424938078064
3718,2,§,§,1.0,1.0,1.0,170640,24071.6098794584,,146568.3901205416
3719,2,§,§,1.0,1.0,1.0,2640,17456.23560682966,,14816.235606829661
3720,2,§,§,1.0,1.0,1.0,180,39903.51048161869,,39723.51048161869
3721,2,§,§,1.0,1.0,1.0,1114860,39914.73687301058,,1074945.2631269894
3722,2,©,©,1.0,1.0,1.0,0,23862.138050490383,,23862.138050490383
3723,2,§,§,1.0,1.0,1.0,1440,18219.14150259199,,16779.14150259199
3724,2,§,§,1.0,1.0,1.0,7500,17459.164777260023,,9959.164777260023
3725,2,§,,0.0,0.0,0.0,0,0.0,,0.0
3726,2,§,§,1.0,1.0,1.0,180,38540.53479435082,,38360.53479435082
3727,2,§,§,1.0,1.0,1.0,512940,17459.164777260023,,495480.83522273996
3728,2,§,©,0.0,0.0,0.0,360,18787.493281240048,,18427.493281240048
3730,2,§,§,1.0,1.0,1.0,162840,17690.148094436827,,145149.85190556318
3731,2,§,§,1.0,1.0,1.0,5160,17456.23560682966,,12296.235606829661
3732,2,§,§,1.0,1.0,1.0,750240,19189.331778159743,,731050.6682218403
3733,2,§,,0.0,0.0,0.0,0,0.0,,0.0
3734,2,§,§,1.0,1.0,1.0,960,34868.67194421997,,33908.67194421997
3735,2,§,§,1.0,1.0,1.0,348120,17459.164777260023,,330660.83522273996
3737,2,§,§,1.0,1.0,1.0,259500,17456.23560682966,,242043.76439317034
3738,2,§,§,1.0,1.0,1.0,2760,22854.088561398912,,20094.088561398912
3740,2,©,§,0.0,0.0,0.0,91560,17459.164777260023,,74100.83522273997
3741,2,§,§,1.0,1.0,1.0,427800,17456.23560682966,,410343.76439317036
3743,2,§,§,1.0,1.0,1.0,180,17518.145761038268,,17338.145761038268
3744,2,ª,§,0.0,0.0,0.0,86880,39079.282151465864,,47800.717848534136
3746,2,§,§,1.0,1.0,1.0,2438400,38988.35843842909,,2399411.641561571
3747,2,§,§,1.0,1.0,1.0,670860,31923.856223730018,,638936.14377627
3748,2,©,©,1.0,1.0,1.0,952140,23875.863036830917,,928264.1369631691
3749,2,§,§,1.0,1.0,1.0,1203960,26578.484763185814,,1177381.5152368143
3750,2,§,§,1.0,1.0,1.0,7380,17521.122074769544,,10141.122074769544
3751,2,§,§,1.0,1.0,1.0,120,17962.81080395505,,17842.81080395505
3752,2,§,§,1.0,1.0,1.0,0,24512.105883130687,,24512.105883130687
3753,2,§,§,1.0,1.0,1.0,9180,17952.59642208953,,8772.59642208953
3755,2,§,§,1.0,1.0,1.0,1500,18044.411143513655,,16544.411143513655
3756,2,§,§,1.0,1.0,1.0,0,21987.13111473757,,21987.13111473757
3757,2,©,©,1.0,1.0,1.0,673020,828.2543680512018,,672191.7456319488
3758,2,§,§,1.0,1.0,1.0,87480,21682.15952965702,,65797.84047034298
3759,2,©,©,1.0,1.0,1.0,0,22819.370663159687,,22819.370663159687
3762,2,§,§,1.0,1.0,1.0,60,17456.23560682966,,17396.23560682966
3763,2,§,§,1.0,1.0,1.0,237720,25169.640215568295,,212550.3597844317
3764,2,§,§,1.0,1.0,1.0,4800,25573.161728330757,,20773.161728330757
3765,2,§,§,1.0,1.0,1.0,600,17456.23560682966,,16856.23560682966
3767,2,§,§,1.0,1.0,1.0,849480,25219.404684017114,,824260.5953159829
3768,2,ª,§,0.0,0.0,0.0,600,17459.164777260023,,16859.164777260023
3769,2,§,§,1.0,1.0,1.0,409200,31402.394743618155,,377797.60525638185
3771,2,ª,§,0.0,0.0,0.0,120,17456.23560682966,,17336.23560682966
3772,2,§,§,1.0,1.0,1.0,1375260,35486.2020429421,,1339773.7979570578
3773,2,§,§,1.0,1.0,1.0,5700,17459.164777260023,,11759.164777260023
3774,2,ª,§,0.0,0.0,0.0,443160,17456.23560682966,,425703.76439317036
3777,2,§,§,1.0,1.0,1.0,318480,39909.82139816821,,278570.1786018318
3778,2,©,§,0.0,0.0,0.0,1461960,17747.519920210412,,1444212.4800797896
3779,2,¥,§,0.0,0.0,0.0,633840,21376.43522320515,,612463.5647767949
3780,2,©,©,1.0,1.0,1.0,0,749.6366279973308,,749.6366279973308
3782,2,©,©,1.0,1.0,1.0,401520,3444.6148538300913,,398075.3851461699
3783,2,§,§,1.0,1.0,1.0,2460,17569.302528307526,,15109.302528307526
3784,2,§,§,1.0,1.0,1.0,60,1797.5819212121633,,1737.5819212121633
3785,2,§,§,1.0,1.0,1.0,18360,38371.623490049096,,20011.623490049096
3786,2,§,§,1.0,1.0,1.0,600900,17456.23560682966,,583443.7643931704
3788,2,©,©,1.0,1.0,1.0,0,22931.6644345025,,22931.6644345025
3789,2,ª,§,0.0,0.0,0.0,952740,35041.25728310655,,917698.7427168934
3790,2,§,§,1.0,1.0,1.0,2219160,26506.760945169488,,2192653.2390548307
3791,2,§,§,1.0,1.0,1.0,548100,21391.594937336948,,526708.405062663
3792,2,§,§,1.0,1.0,1.0,900,17979.890821877565,,17079.890821877565
3793,2,ª,§,0.0,0.0,0.0,755460,26530.73488512955,,728929.2651148705
3794,2,§,§,1.0,1.0,1.0,1214940,38792.93374169121,,1176147.0662583087
3795,2,©,©,1.0,1.0,1.0,0,20819.804840608616,,20819.804840608616
3796,2,§,§,1.0,1.0,1.0,1050300,32861.31333402719,,1017438.6866659728
3797,2,ª,§,0.0,0.0,0.0,594900,17459.164777260023,,577440.83522274
3799,2,§,§,1.0,1.0,1.0,971340,35150.9660301157,,936189.0339698843
3800,2,ª,§,0.0,0.0,0.0,120,30165.508528985003,,30045.508528985003
3801,2,§,§,1.0,1.0,1.0,78960,17456.23560682966,,61503.764393170335
3803,2,§,©,0.0,0.0,0.0,180,4519.356399286596,,4339.356399286596
3804,2,ª,§,0.0,0.0,0.0,970260,23557.15703674965,,946702.8429632504
3805,2,§,§,1.0,1.0,1.0,517620,31782.608608406863,,485837.39139159315
3806,2,ª,§,0.0,0.0,0.0,2700,17456.23560682966,,14756.235606829661
3807,2,ª,§,0.0,0.0,0.0,433560,35455.426896102974,,398104.57310389704
3809,2,©,©,1.0,1.0,1.0,86640,23364.608081367754,,63275.391918632246
3810,2,§,§,1.0,1.0,1.0,3000,17456.23560682966,,14456.235606829661
3811,2,§,§,1.0,1.0,1.0,356640,29629.756342921595,,327010.2436570784
3812,2,ª,§,0.0,0.0,0.0,113040,39932.72361375408,,73107.27638624591
3813,2,ª,§,0.0,0.0,0.0,240,17686.9910647187,,17446.9910647187
3814,2,§,§,1.0,1.0,1.0,1499040,34938.830604645824,,1464101.169395354
3815,2,©,©,1.0,1.0,1.0,408540,334253.5715783738,,74286.42842162622
3816,2,ª,§,0.0,0.0,0.0,689280,17456.23560682966,,671823.7643931704
3817,2,§,§,1.0,1.0,1.0,1197780,19531.63928612382,,1178248.360713876
3820,2,§,§,1.0,1.0,1.0,3180,17459.164777260023,,14279.164777260023
3821,2,§,§,1.0,1.0,1.0,480,26616.17740371295,,26136.17740371295
3823,2,§,§,1.0,1.0,1.0,403620,17456.23560682966,,386163.76439317036
3824,2,¢,©,0.0,0.0,0.0,1020,23889.578594511266,,22869.578594511266
3825,2,§,§,1.0,1.0,1.0,7140,23606.219070014795,,16466.219070014795
3826,2,©,©,1.0,1.0,1.0,300,23875.863036830917,,23575.863036830917
3827,2,§,§,1.0,1.0,1.0,2220,24275.10236642668,,22055.10236642668
3828,2,ª,§,0.0,0.0,0.0,515160,17456.23560682966,,497703.76439317036
3829,2,§,§,1.0,1.0,1.0,91440,38805.360715813134,,52634.639284186866
3830,2,§,§,1.0,1.0,1.0,1131060,21391.594937336948,,1109668.4050626631
3831,2,§,§,1.0,1.0,1.0,5040,17456.23560682966,,12416.235606829661
3833,2,©,©,1.0,1.0,1.0,3360,23820.919091054595,,20460.919091054595
3834,2,§,§,1.0,1.0,1.0,1899600,36773.19530067741,,1862826.8046993227
3835,2,©,©,1.0,1.0,1.0,60,1222.9726550889486,,1162.9726550889486
3836,2,§,§,1.0,1.0,1.0,14220,17459.164777260023,,3239.1647772600227
3837,2,©,©,1.0,1.0,1.0,1043580,409331.1263073508,,634248.8736926492
3838,2,§,§,1.0,1.0,1.0,2520,17456.23560682966,,14936.235606829661
3839,2,§,¦,0.0,0.0,0.0,2885940,315509.4202765542,,2570430.5797234457
3840,2,§,§,1.0,1.0,1.0,60,18490.00648090188,,18430.00648090188
3841,2,©,©,1.0,1.0,1.0,0,718.9321961095741,,718.9321961095741
3842,2,§,§,1.0,1.0,1.0,328440,17470.832744237174,,310969.16725576285
3843,2,§,§,1.0,1.0,1.0,0,17456.23560682966,,17456.23560682966
3844,2,§,§,1.0,1.0,1.0,420,18190.319659854216,,17770.319659854216
3845,2,§,§,1.0,1.0,1.0,505680,17456.23560682966,,488223.76439317036
3846,2,ª,§,0.0,0.0,0.0,6000,23307.079111257775,,17307.079111257775
3847,2,ª,§,0.0,0.0,0.0,17820,22650.97322083798,,4830.973220837979
3848,2,ª,§,0.0,0.0,0.0,1860,17459.164777260023,,15599.164777260023
3849,2,§,§,1.0,1.0,1.0,0,3138.023110641334,,3138.023110641334
3850,2,§,§,1.0,1.0,1.0,70620,23187.96684715889,,47432.03315284111
3851,2,§,§,1.0,1.0,1.0,156600,26014.503168532832,,130585.49683146717
3852,2,§,§,1.0,1.0,1.0,60,9255.646626354814,,9195.646626354814
3853,2,§,§,1.0,1.0,1.0,240,23209.608765166882,,22969.608765166882
3855,2,§,§,1.0,1.0,1.0,171780,26355.355519941913,,145424.64448005808
3856,2,©,©,1.0,1.0,1.0,866640,10989.568591172638,,855650.4314088273
3858,2,§,§,1.0,1.0,1.0,0,17459.164777260023,,17459.164777260023
3859,2,§,§,1.0,1.0,1.0,78480,18365.799597417143,,60114.20040258286
3861,2,ª,§,0.0,0.0,0.0,626160,17575.390299899376,,608584.6097001006
3862,2,§,§,1.0,1.0,1.0,86100,17456.23560682966,,68643.76439317034
3863,2,§,§,1.0,1.0,1.0,0,17459.164777260023,,17459.164777260023
3864,2,§,§,1.0,1.0,1.0,965220,6542.891447467636,,958677.1085525324
3866,2,§,§,1.0,1.0,1.0,0,23584.40429323677,,23584.40429323677
3867,2,ª,§,0.0,0.0,0.0,19320,17456.23560682966,,1863.7643931703387
3868,2,§,§,1.0,1.0,1.0,25260,34573.074018805244,,9313.074018805244
3869,2,ª,§,0.0,0.0,0.0,10980,30017.17684697727,,19037.17684697727
3871,2,§,§,1.0,1.0,1.0,109200,38525.87322776538,,70674.12677223462
3872,2,§,§,1.0,1.0,1.0,600240,17459.164777260023,,582780.83522274
3873,2,ª,§,0.0,0.0,0.0,27120,17459.164777260023,,9660.835222739977
3874,2,©,©,1.0,1.0,1.0,408360,22973.727259024716,,385386.27274097526
3875,2,ª,§,0.0,0.0,0.0,844560,39834.71269114599,,804725.287308854
3876,2,§,§,1.0,1.0,1.0,60,17677.527832781136,,17617.527832781136
3878,2,§,§,1.0,1.0,1.0,360,23775.560949798226,,23415.560949798226
3879,2,§,§,1.0,1.0,1.0,82440,17661.843256565786,,64778.156743434214
3881,2,ª,§,0.0,0.0,0.0,100740,21785.073355560555,,78954.92664443945
3882,2,§,§,1.0,1.0,1.0,2460,18021.15692461427,,15561.156924614272
3883,2,©,©,1.0,1.0,1.0,0,10761.82951882066,,10761.82951882066
3885,2,§,§,1.0,1.0,1.0,60,17456.23560682966,,17396.23560682966
3886,2,¢,©,0.0,0.0,0.0,1489140,10760.62893609062,,1478379.3710639095
3887,2,©,©,1.0,1.0,1.0,0,23875.863036830917,,23875.863036830917
3889,2,§,§,1.0,1.0,1.0,176640,39927.08213207759,,136712.9178679224
3891,2,§,§,1.0,1.0,1.0,60,17587.58627184681,,17527.58627184681
3892,2,§,§,1.0,1.0,1.0,165420,18927.829459412125,,146492.17054058786
3893,2,ª,§,0.0,0.0,0.0,960,16224.811729329518,,15264.811729329518
3894,2,§,§,1.0,1.0,1.0,690480,26499.604592090167,,663980.3954079099
3895,2,ª,§,0.0,0.0,0.0,2100,38888.59692791359,,36788.59692791359
3897,2,¥,§,0.0,0.0,0.0,432120,17459.164777260023,,414660.83522273996
3898,2,§,§,1.0,1.0,1.0,10920,17456.23560682966,,6536.235606829661
3900,2,§,§,1.0,1.0,1.0,360,23361.334764840696,,23001.334764840696
3901,2,©,©,1.0,1.0,1.0,60,10764.269184643153,,10704.269184643153
3902,2,§,§,1.0,1.0,1.0,960,17542.11498666824,,16582.11498666824
3903,2,ª,§,0.0,0.0,0.0,2400,36648.7087002739,,34248.7087002739
3904,2,ª,§,0.0,0.0,0.0,487440,17456.23560682966,,469983.76439317036
3906,2,§,§,1.0,1.0,1.0,2520,17459.164777260023,,14939.164777260023
3907,2,§,§,1.0,1.0,1.0,178380,22311.785027951297,,156068.2149720487
3908,2,§,§,1.0,1.0,1.0,763680,17459.164777260023,,746220.83522274
3909,2,ª,§,0.0,0.0,0.0,251400,17548.136757638804,,233851.8632423612
3910,2,§,§,1.0,1.0,1.0,1620,17551.14135735063,,15931.141357350629
3911,2,©,©,1.0,1.0,1.0,282600,23889.578594511266,,258710.42140548874
3914,2,§,§,1.0,1.0,1.0,60,17456.23560682966,,17396.23560682966
3915,2,§,§,1.0,1.0,1.0,22260,17482.588712042707,,4777.411287957293
3917,2,©,©,1.0,1.0,1.0,170820,20026.89694814221,,150793.1030518578
3918,2,§,§,1.0,1.0,1.0,0,7494.908766253267,,7494.908766253267
3919,2,§,§,1.0,1.0,1.0,120,17459.164777260023,,17339.164777260023
3920,2,§,§,1.0,1.0,1.0,1639920,17459.164777260023,,1622460.83522274
3921,2,§,§,1.0,1.0,1.0,430680,22023.561886243475,,408656.43811375654
3922,2,§,§,1.0,1.0,1.0,78900,17470.832744237174,,61429.167255762826
3923,2,§,§,1.0,1.0,1.0,82320,23123.11809385974,,59196.88190614026
3924,2,ª,§,0.0,0.0,0.0,362880,17456.23560682966,,345423.76439317036
3925,2,§,§,1.0,1.0,1.0,173040,17464.985403480005,,155575.01459652
3926,2,§,§,1.0,1.0,1.0,20340,5649.478751774592,,14690.521248225408
3927,2,§,§,1.0,1.0,1.0,60,18482.395980690384,,18422.395980690384
3929,2,§,§,1.0,1.0,1.0,0,17539.099386852864,,17539.099386852864
3931,2,§,§,1.0,1.0,1.0,1380,17456.23560682966,,16076.235606829661
3932,2,§,§,1.0,1.0,1.0,1380,17456.23560682966,,16076.235606829661
3933,2,§,§,1.0,1.0,1.0,60,10905.49322831585,,10845.49322831585
3935,2,§,§,1.0,1.0,1.0,3540,36912.195751990155,,33372.195751990155
3936,2,§,§,1.0,1.0,1.0,120,17456.23560682966,,17336.23560682966
3937,2,§,§,1.0,1.0,1.0,2400,37138.82302816216,,34738.82302816216
3938,2,§,§,1.0,1.0,1.0,423540,18233.620781747206,,405306.3792182528
3939,2,§,§,1.0,1.0,1.0,80880,39932.205037443986,,40947.794962556014
3940,2,©,©,1.0,1.0,1.0,103980,10761.82951882066,,93218.17048117935
3941,2,©,©,1.0,1.0,1.0,1980,23875.863036830917,,21895.863036830917
3943,2,§,§,1.0,1.0,1.0,150840,18703.171201775123,,132136.8287982249
3944,2,§,§,1.0,1.0,1.0,416160,31812.708034599505,,384347.2919654005
